Name,Location,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(CC),Power(bhp),Seats,Price
Skoda Rapid Ultima 1.6 TDI Elegance,Hyderabad,2013,11,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,8.0
Toyota Innova 2.5 V Diesel 8-seater,Delhi,2010,14,72000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.45
Mercedes-Benz GLA Class 200 Sport,Kochi,2018,6,17773,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,26.76
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,11,65000,Diesel,Manual,Second,20.14,1498.0,88.0,5.0,3.5
Hyundai Santro Xing GL,Mumbai,2008,16,65000,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.39
Hyundai Verna 1.6 CRDi EX MT,Kolkata,2013,11,53280,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.7
Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,8,34005,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.75
Hyundai i20 Asta Option 1.2,Coimbatore,2017,7,14618,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8.11
Maruti Wagon R LX BSIII,Delhi,2006,18,65771,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,0.75
Tata Indica LEI,Pune,2006,18,78000,Petrol,Manual,Second,13.5,1405.0,60.0,5.0,1.0
Mahindra Xylo D4,Hyderabad,2016,8,105545,Diesel,Manual,First,14.0,2498.0,112.0,7.0,5.3
ISUZU D-MAX V-Cross 4X4,Jaipur,2017,7,25000,Diesel,Manual,First,12.4,2499.0,134.0,5.0,8.0
Hyundai i20 2015-2017 Magna,Pune,2010,14,80561,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.74
Maruti Baleno Alpha,Mumbai,2017,7,6000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.5
Tata Hexa XTA,Jaipur,2016,8,39000,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,13.5
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,13,55001,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.2
Mercedes-Benz New C-Class C 200 CGI Elegance,Mumbai,2012,12,63720,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,13.25
Toyota Etios GD,Delhi,2013,11,70000,Diesel,Manual,First,23.59,1364.0,null,5.0,3.88
Hyundai Getz GLS,Jaipur,2005,19,100000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.85
Tata Tiago 1.2 Revotron XT,Kochi,2017,7,15386,Petrol,Manual,First,23.84,1199.0,84.0,5.0,5.11
Renault Duster 85PS Diesel RxL Option,Mumbai,2013,11,102486,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.25
Audi A4 35 TDI Premium Plus,Coimbatore,2013,11,58629,Diesel,Automatic,Second,18.25,1968.0,187.74,5.0,16.52
Tata New Safari DICOR 2.2 VX 4x2,Pune,2008,16,86000,Diesel,Manual,Third,13.93,2179.0,138.0,7.0,0.6
Maruti Swift VDI,Hyderabad,2012,12,68238,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,13,42036,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,6.25
Hyundai Elantra SX,Mumbai,2014,10,55619,Petrol,Manual,First,16.3,1797.0,147.5,5.0,8.3
Honda City 1.5 E MT,Pune,2009,15,60000,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,3.25
Renault Duster 85PS Diesel RxL Explore,Pune,2015,9,30000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.75
Jaguar XF 2.2 Litre Luxury,Kochi,2016,8,31150,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,30.54
Maruti Wagon R Duo Lxi,Jaipur,2010,14,70000,LPG,Manual,First,33.81,998.0,58.2,5.0,2.27
Volkswagen Polo IPL II 1.2 Petrol Highline,Pune,2010,14,70290,Petrol,Manual,Second,17.24,1198.0,73.9,5.0,2.96
Tata Bolt Revotron XT,Chennai,2016,8,10000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.0
Hyundai i20 Sportz 1.2,Bangalore,2014,10,68010,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,5.25
Audi A6 2011-2015 2.0 TDI,Kochi,2013,11,91903,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.56
Volkswagen Vento 1.6 Highline,Mumbai,2011,13,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.25
Maruti Celerio VXI,Bangalore,2015,9,67600,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.0
Hyundai Getz GLE,Coimbatore,2007,17,66800,Petrol,Manual,First,15.3,1341.0,83.0,5.0,2.2
Maruti Vitara Brezza VDi,Pune,2016,8,37208,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.43
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,15,102002,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,10.75
Maruti Swift Dzire Vdi BSIV,Delhi,2011,13,68000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.75
Porsche Panamera Diesel,Hyderabad,2013,11,40000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,45.0
Toyota Camry Hybrid,Mumbai,2015,9,33500,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,19.75
Honda Brio 1.2 VX MT,Delhi,2013,11,33746,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.2
Skoda Superb 3.6 V6 FSI,Hyderabad,2009,15,53000,Petrol,Automatic,First,0.0,3597.0,262.6,5.0,4.75
Toyota Innova 2.5 V Diesel 7-seater,Coimbatore,2011,13,45004,Diesel,Manual,First,12.8,2494.0,102.0,7.0,9.48
Honda Amaze VX i-DTEC,Coimbatore,2015,9,70602,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.83
Maruti Swift VDI,Delhi,2014,10,27365,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4.75
Hyundai Xcent 1.1 CRDi S,Jaipur,2015,9,100000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
Mahindra Xylo D4 BSIV,Jaipur,2012,12,55000,Diesel,Manual,Second,14.0,2498.0,112.0,8.0,2.9
Maruti Wagon R VXI,Kolkata,2013,11,46000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65
Chevrolet Beat Diesel,Hyderabad,2011,13,47000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5
Maruti Alto K10 LXI CNG,Delhi,2014,10,40929,CNG,Manual,First,41.63,998.0,58.2,4.0,
Maruti Alto 800 2016-2019 LXI,Coimbatore,2013,11,54493,Petrol,Manual,Second,24.7,796.0,47.3,5.0,
Toyota Innova Crysta Touring Sport 2.4 MT,Mumbai,2017,7,34000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,
Toyota Etios Liva GD,Hyderabad,2012,12,139000,Diesel,Manual,First,23.59,1364.0,null,5.0,
Hyundai i20 Magna,Mumbai,2014,10,29000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,
Mahindra XUV500 W8 2WD,Coimbatore,2016,8,85609,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,
Toyota Fortuner 4x2 AT TRD Sportivo,Pune,2015,9,59000,Diesel,Automatic,First,12.55,2982.0,168.7,7.0,
Hyundai EON Era Plus,Jaipur,2013,11,65000,Petrol,Manual,First,21.1,814.0,55.2,5.0,
Honda City 1.5 S MT,Mumbai,2011,13,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,
Mahindra XUV500 W6 2WD,Coimbatore,2015,9,54684,Diesel,Manual,First,15.1,2179.0,140.0,7.0,
Audi Q5 2008-2012 2.0 TDI,Mumbai,2012,12,78000,Diesel,Automatic,Second,12.8,1968.0,167.6,5.0,
Hyundai Grand i10 Magna,Jaipur,2016,8,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,
Toyota Corolla H5,Chennai,2007,17,90000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,
Maruti Swift Vdi BSIII,Coimbatore,2008,16,87628,Diesel,Manual,First,17.8,1248.0,75.0,5.0,
Nissan Terrano XL,Mumbai,2014,10,45000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,
BMW X1 sDrive20d,Coimbatore,2013,11,30788,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,
BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,9,39524,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,
Ford Ikon 1.4 TDCi DuraTorq,Chennai,2009,15,140000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,
Maruti Swift AMT ZXI,Kochi,2019,5,15409,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,
Maruti Swift Dzire VXi,Jaipur,2015,9,36502,Petrol,Manual,First,17.5,1298.0,85.8,5.0,
Maruti Ritz LDi,Pune,2016,8,200000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,
Nissan Micra XV,Delhi,2010,14,70000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,
Maruti Alto 800 2016-2019 LXI,Kochi,2017,7,36701,Petrol,Manual,First,24.7,796.0,47.3,5.0,
Skoda Laura 1.8 TSI Ambition,Bangalore,2009,15,72000,Petrol,Manual,Second,17.5,,,,
Honda Civic 2010-2013 1.8 S MT Inspire,Bangalore,2011,13,40000,Petrol,Manual,Second,15.5,1799.0,132.0,5.0,
Ford Ikon 1.3 Flair,Pune,2005,19,47000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,
Maruti Alto LX,Pune,2006,18,93500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,
Honda Jazz 1.5 V i DTEC,Pune,2015,9,52000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,
Skoda Rapid 1.5 TDI AT Ambition,Delhi,2015,9,55429,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,
Hyundai i20 1.2 Sportz,Mumbai,2011,13,133000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,
Toyota Etios Cross 1.4L VD,Chennai,2014,10,70000,Diesel,Manual,Second,23.59,1364.0,67.06,5.0,
Volkswagen Polo GT TDI,Pune,2014,10,68000,Diesel,Manual,First,15.11,1598.0,103.6,5.0,
Hyundai i10 Era 1.1 iTech SE,Pune,2010,14,71000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,
Mitsubishi Pajero 2.8 SFX,Chennai,2012,12,121000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,
Maruti Swift Dzire Tour LDI,Kolkata,2015,9,107000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,
Maruti Swift Dzire VXI,Chennai,2015,9,51000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,7,13500,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Bangalore,2016,8,13000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2010,14,81000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,
BMW 5 Series 520d Luxury Line,Mumbai,2012,12,66889,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,
Maruti Baleno Alpha 1.3,Ahmedabad,2018,6,32000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,
Audi A4 2.0 TDI 177 Bhp Technology Edition,Pune,2013,11,87001,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,
Audi A4 2.0 TDI Multitronic,Hyderabad,2013,11,55000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,
Skoda Rapid 1.6 MPI Ambition,Jaipur,2018,6,4000,Petrol,Manual,First,15.41,1598.0,103.52,5.0,
Maruti Ertiga SHVS VDI,Kochi,2017,7,27778,Diesel,Manual,First,24.52,1248.0,88.5,7.0,
Maruti Ciaz 1.4 Zeta,Mumbai,2017,7,5000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,
Maruti Ciaz ZXi,Pune,2014,10,72000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,
Mercedes-Benz A Class A200 CDI Sport,Chennai,2015,9,21000,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,
Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,9,59299,Diesel,Manual,First,12.99,2494.0,100.6,7.0,
BMW 3 Series 320d Prestige,Ahmedabad,2014,10,75000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,
Maruti Alto 800 2016-2019 LXI,Kochi,2019,5,3413,Petrol,Manual,First,24.7,796.0,47.3,5.0,
Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2014,10,62000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,14,105001,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,
Audi Q5 2.0 TDI,Mumbai,2013,11,89000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,10,21000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,
Mahindra XUV500 W8 4WD,Kolkata,2014,10,50000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,
Maruti Vitara Brezza ZDi,Hyderabad,2016,8,70687,Diesel,Manual,First,24.3,1248.0,88.5,5.0,
Toyota Etios Liva 1.4 VXD,Pune,2016,8,104350,Diesel,Manual,First,23.59,1364.0,67.04,5.0,
Tata Indigo CS LX (TDI) BS III,Chennai,2011,13,150000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,
Honda City ZX GXi,Delhi,2008,16,81000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,
Toyota Corolla Altis G,Kolkata,2008,16,89000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,
Hyundai Grand i10 Asta,Kochi,2017,7,35223,Petrol,Manual,First,18.9,1197.0,82.0,5.0,
Hyundai i20 Sportz 1.2,Kolkata,2015,9,48000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,
Volkswagen Polo 1.5 TDI Comfortline,Delhi,2015,9,60000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,
Maruti Celerio X VXI Option,Mumbai,2018,6,7000,Petrol,Manual,First,23.0,998.0,67.0,5.0,
Chevrolet Sail Hatchback 1.2,Kochi,2015,9,47572,Petrol,Manual,First,18.2,1199.0,82.5,5.0,
Mahindra Scorpio VLX Special Edition BS-IV,Delhi,2010,14,72727,Diesel,Manual,Second,15.4,2179.0,120.0,8.0,
Volkswagen Ameo 1.5 TDI Comfortline,Mumbai,2018,6,4708,Diesel,Manual,First,21.66,1498.0,108.62,5.0,
Maruti Wagon R LXI,Delhi,2009,15,55000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,
Honda Brio S Option MT,Coimbatore,2013,11,44198,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,
Maruti Ertiga VXI,Ahmedabad,2015,9,35000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,
Hyundai Santro Xing GL,Ahmedabad,2013,11,63831,Petrol,Manual,First,0.0,1086.0,62.0,5.0,
Ford Figo Aspire 1.2 Ti-VCT Titanium,Delhi,2017,7,17540,Petrol,Manual,First,18.16,1196.0,86.8,5.0,
Tata Tiago AMT 1.2 Revotron XTA,Mumbai,2017,7,14000,Petrol,Automatic,First,23.84,1199.0,84.0,5.0,
Hyundai Santro Xing XL,Bangalore,2007,17,47000,Petrol,Manual,Second,0.0,1086.0,null,5.0,
Chevrolet Beat LT,Chennai,2010,14,75422,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,
Nissan Micra Diesel XV,Hyderabad,2011,13,67000,Diesel,Manual,Second,23.08,1461.0,63.1,5.0,
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,11,79999,Diesel,Manual,First,12.99,2494.0,100.0,8.0,
Hyundai Xcent 1.2 VTVT E,Kolkata,2017,7,5044,Petrol,Manual,First,20.14,1197.0,81.86,5.0,
Maruti Ciaz VXi,Kolkata,2016,8,31601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,
BMW 5 Series 2013-2017 520d Luxury Line,Delhi,2014,10,70000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,
Toyota Camry Hybrid 2.5,Ahmedabad,2016,8,16000,Petrol,Automatic,First,19.16,2487.0,175.67,5.0,
Toyota Corolla Altis D-4D G,Mumbai,2016,8,31700,Diesel,Manual,First,21.43,1364.0,87.2,5.0,
Hyundai Verna 1.6 SX CRDi (O),Kochi,2014,10,76969,Diesel,Manual,First,22.32,1582.0,126.32,5.0,
Volkswagen Vento 1.5 TDI Highline AT,Kolkata,2015,9,37000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,
Nissan Teana XL,Mumbai,2014,10,23000,Petrol,Automatic,First,11.07,2496.0,179.5,5.0,
Hyundai i20 1.2 Sportz Option,Coimbatore,2014,10,59098,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,
Tata Manza Club Class Safire90 LX,Kochi,2010,14,142299,Petrol,Manual,First,13.07,1368.0,88.76,5.0,
Ford Figo Diesel ZXI,Jaipur,2011,13,75731,Diesel,Manual,First,20.0,1399.0,68.0,5.0,
Hyundai i20 Asta 1.2,Coimbatore,2017,7,69627,Petrol,Manual,First,18.6,1197.0,81.83,5.0,
Ford Fiesta Classic 1.6 SXI Duratec,Mumbai,2011,13,49000,Petrol,Manual,First,15.3,1596.0,99.6,5.0,
Mercedes-Benz B Class B180 Sports,Mumbai,2015,9,25700,Petrol,Automatic,First,11.9,1595.0,120.7,5.0,
Hyundai i20 Magna,Delhi,2012,12,80800,Petrol,Manual,First,18.5,1197.0,82.85,5.0,
Maruti Swift Dzire VDI,Hyderabad,2013,11,110896,Diesel,Manual,First,23.4,1248.0,74.0,5.0,
Hyundai Santro Xing GLS,Kolkata,2009,15,62261,Petrol,Manual,First,17.92,1086.0,62.1,5.0,
Maruti Baleno Alpha,Kochi,2017,7,27610,Petrol,Manual,First,21.4,1197.0,83.1,5.0,
Honda Accord 2.4 Elegance M/T,Kochi,2011,13,89219,Petrol,Manual,First,10.2,2354.0,180.0,5.0,
Nissan Micra XL CVT,Hyderabad,2018,6,6700,Petrol,Automatic,First,19.34,1198.0,75.94,5.0,
Maruti Zen Estilo LXI BS IV,Pune,2011,13,51599,Petrol,Manual,First,19.0,998.0,67.1,5.0,
Hyundai Elantra CRDi SX,Kolkata,2013,11,37489,Diesel,Manual,First,22.7,1582.0,126.24,5.0,
Tata Indica V2 DiCOR DLG BS-III,Mumbai,2016,8,98000,Diesel,Manual,First,17.5,1396.0,70.0,5.0,
Tata Nano Lx,Hyderabad,2012,12,25183,Petrol,Manual,First,26.0,624.0,35.0,4.0,
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,9,52100,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,
Honda Amaze S i-Dtech,Pune,2014,10,60000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2013,11,51000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,
Tata Indica Vista Quadrajet LX,Mumbai,2012,12,70000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,
Audi Q3 30 TDI S Edition,Jaipur,2015,9,95000,Diesel,Manual,First,17.32,1968.0,138.13,5.0,
Honda City i DTEC SV,Jaipur,2014,10,66346,Diesel,Manual,First,26.0,1498.0,98.6,5.0,
Honda Amaze SX i-DTEC,Hyderabad,2015,9,69150,Diesel,Manual,First,25.8,1498.0,98.6,5.0,
Hyundai i20 Asta Option 1.2,Bangalore,2016,8,31000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2013,11,49000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,
Honda Brio S MT,Kochi,2014,10,63058,Petrol,Manual,First,19.4,1198.0,86.8,5.0,
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Delhi,2016,8,22000,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,9,73026,Petrol,Manual,First,16.47,1198.0,74.0,5.0,
Hyundai i10 Magna AT,Coimbatore,2011,13,21762,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,
Hyundai Verna 1.6 SX VTVT,Coimbatore,2018,6,29738,Petrol,Manual,First,17.01,1591.0,121.3,5.0,
Hyundai i20 1.2 Magna Executive,Mumbai,2018,6,16053,Petrol,Manual,First,18.6,1197.0,81.83,5.0,
BMW 5 Series 525d Sedan,Kochi,2012,12,61665,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,
Maruti Swift Dzire Vdi BSIV,Delhi,2015,9,51000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,
Honda BRV i-DTEC V MT,Bangalore,2016,8,34820,Diesel,Manual,First,21.9,1498.0,98.6,7.0,
Maruti Ertiga VXI,Mumbai,2018,6,12000,Petrol,Manual,First,17.5,1373.0,91.1,7.0,
Maruti Swift Dzire VDI Optional,Hyderabad,2017,7,32287,Diesel,Manual,First,26.59,1248.0,74.0,5.0,
Toyota Etios Liva GD,Jaipur,2012,12,121134,Diesel,Manual,First,23.59,1364.0,null,5.0,
BMW X3 xDrive20d,Coimbatore,2015,9,74485,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,
Chevrolet Beat Diesel LS,Chennai,2011,13,63000,Diesel,Manual,First,25.44,936.0,57.6,5.0,
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,6,53190,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2016,8,26900,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,
BMW 3 Series GT 320d Sport Line,Hyderabad,2015,9,40000,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,
Hyundai Grand i10 Asta Option,Coimbatore,2016,8,40587,Petrol,Manual,First,18.9,1197.0,82.0,5.0,
Hyundai Grand i10 Asta,Hyderabad,2015,9,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,
Toyota Etios Liva VD,Coimbatore,2016,8,29108,Diesel,Manual,First,23.59,1364.0,67.04,5.0,
Datsun GO T Petrol,Mumbai,2015,9,18000,Petrol,Manual,First,19.83,1198.0,67.0,5.0,
Maruti Ignis 1.2 Alpha,Kolkata,2017,7,10500,Petrol,Manual,First,20.89,1197.0,81.8,5.0,
Maruti A-Star Zxi,Chennai,2009,15,60000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,13,61000,Petrol,Automatic,Third,13.9,1799.0,130.3,5.0,
Maruti Alto 800 LXI,Kolkata,2017,7,5000,Petrol,Manual,First,22.74,796.0,47.3,5.0,
Jaguar XE 2.0L Diesel Prestige,Pune,2018,6,24001,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2011,13,76000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,
Ford EcoSport 1.0 Ecoboost Titanium Plus,Hyderabad,2014,10,56000,Petrol,Manual,First,18.88,999.0,123.24,5.0,
Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,2016,8,30000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,
Maruti Vitara Brezza VDi Option,Hyderabad,2017,7,44263,Diesel,Manual,First,24.3,1248.0,88.5,5.0,
Ford Figo Diesel ZXI,Hyderabad,2011,13,97899,Diesel,Manual,First,20.0,1399.0,68.0,5.0,
Volkswagen Vento Diesel Highline,Jaipur,2011,13,157301,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,
Ford Fiesta 1.4 SXI Duratorq,Jaipur,2008,16,135000,Diesel,Manual,First,17.8,1399.0,null,5.0,
Fiat Avventura FIRE Dynamic,Pune,2016,8,35000,Petrol,Manual,Second,14.4,1368.0,88.8,5.0,
Honda Civic 2006-2010 1.8 V MT,Pune,2009,15,106000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,
Honda CR-V Diesel,Kolkata,2016,8,121590,Diesel,Manual,First,18.0,2000.0,148.0,5.0,
Maruti Wagon R LXI,Delhi,2012,12,64692,Petrol,Manual,First,22.5,998.0,67.04,5.0,
Hyundai i10 Magna,Mumbai,2010,14,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2018,6,25143,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,
Volkswagen Vento Diesel Highline,Ahmedabad,2011,13,51000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,
Hyundai Accent CRDi,Pune,2005,19,109000,Diesel,Manual,Second,13.1,1493.0,82.0,5.0,
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,9,69062,Diesel,Manual,First,22.7,1498.0,89.84,5.0,
Jaguar XF 2.2 Litre Luxury,Kochi,2015,9,34386,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,
Maruti Baleno Alpha 1.2,Delhi,2016,8,20185,Petrol,Manual,First,21.4,1197.0,83.1,5.0,
Hyundai Grand i10 CRDi Magna,Hyderabad,2013,11,41585,Diesel,Manual,First,24.0,1120.0,70.0,5.0,
Hyundai EON Era,Kolkata,2011,13,24000,Petrol,Manual,First,21.1,814.0,55.2,5.0,
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2016,8,40000,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2012,12,37000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,
Ford EcoSport 1.5 Diesel Titanium,Chennai,2015,9,67630,Diesel,Manual,First,23.0,1498.0,98.96,5.0,
Maruti Celerio VXI AT,Coimbatore,2016,8,24192,Petrol,Automatic,First,23.1,998.0,67.04,5.0,
Maruti Vitara Brezza VDi Option,Hyderabad,2017,7,32248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,
Mahindra Xylo E9,Mumbai,2013,11,28000,Diesel,Manual,First,13.0,2179.0,120.0,8.0,
Hyundai Creta 1.6 SX Automatic,Kochi,2018,6,36471,Petrol,Automatic,First,14.8,1591.0,121.3,5.0,
Honda Mobilio V i VTEC,Kochi,2015,9,69689,Petrol,Manual,First,17.3,1497.0,117.3,7.0,
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Kochi,2015,9,69095,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,
Hyundai i20 Magna,Kolkata,2010,14,46000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2008,16,65000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,
Volkswagen Vento 1.5 TDI Highline,Chennai,2015,9,119258,Diesel,Manual,First,20.64,1498.0,108.5,5.0,
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2015,9,38339,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,
Toyota Etios V,Mumbai,2012,12,59503,Petrol,Manual,First,16.78,1496.0,88.73,5.0,
Tata Indica Vista Aqua TDI BSIII,Chennai,2010,14,93600,Diesel,Manual,Third,17.0,1405.0,71.0,5.0,
Volkswagen Passat 1.8 TSI MT,Coimbatore,2011,13,58865,Petrol,Manual,First,14.3,1798.0,160.0,5.0,
Maruti Alto LXi,Coimbatore,2012,12,64631,Petrol,Manual,First,19.7,796.0,46.3,5.0,
Skoda Laura 1.9 TDI MT Elegance,Pune,2007,17,124298,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,
